,tradeMonth,tradeYear,averageTransactionCount,securitySubtype,tradeReportDate,productType
566,2,2023,30311,NGD,2023-12-01,TBA
567,2,2023,27051,,2023-12-01,ABS
568,1,2023,49726,,2023-12-01,MBS
569,1,2023,146365,GD,2023-12-01,TBA
570,1,2023,32282,NGD,2023-12-01,TBA
571,1,2023,21619,,2023-12-01,ABS
572,12,2022,48688,,2023-12-01,MBS
573,12,2022,138424,GD,2023-12-01,TBA
574,12,2022,28641,NGD,2023-12-01,TBA
575,12,2022,19370,,2023-12-01,ABS
576,12,2023,46752,,2024-01-01,MBS
577,12,2023,159136,GD,2024-01-01,TBA
578,12,2023,31541,NGD,2024-01-01,TBA
579,12,2023,23730,,2024-01-01,ABS
580,11,2023,47802,,2024-01-01,MBS
581,11,2023,158089,GD,2024-01-01,TBA
582,11,2023,31218,NGD,2024-01-01,TBA
583,11,2023,26769,,2024-01-01,ABS
584,10,2023,52552,,2024-01-01,MBS
585,10,2023,161690,GD,2024-01-01,TBA
586,10,2023,57401,NGD,2024-01-01,TBA
587,10,2023,24639,,2024-01-01,ABS
588,9,2023,48449,,2024-01-01,MBS
589,9,2023,160807,GD,2024-01-01,TBA
590,9,2023,28095,NGD,2024-01-01,TBA
591,9,2023,28515,,2024-01-01,ABS
592,8,2023,47931,,2024-01-01,MBS
593,8,2023,154804,GD,2024-01-01,TBA
594,8,2023,32262,NGD,2024-01-01,TBA
595,8,2023,27518,,2024-01-01,ABS
596,7,2023,49188,,2024-01-01,MBS
597,7,2023,149910,GD,2024-01-01,TBA
598,7,2023,30694,NGD,2024-01-01,TBA
599,7,2023,22132,,2024-01-01,ABS
600,6,2023,49382,,2024-01-01,MBS
601,6,2023,153918,GD,2024-01-01,TBA
602,6,2023,30359,NGD,2024-01-01,TBA
603,6,2023,30980,,2024-01-01,ABS
604,5,2023,49691,,2024-01-01,MBS
605,5,2023,150501,GD,2024-01-01,TBA
606,5,2023,32618,NGD,2024-01-01,TBA
607,5,2023,26210,,2024-01-01,ABS
608,4,2023,45012,,2024-01-01,MBS
609,4,2023,142859,GD,2024-01-01,TBA
610,4,2023,29594,NGD,2024-01-01,TBA
611,4,2023,23588,,2024-01-01,ABS
612,3,2023,48623,,2024-01-01,MBS
613,3,2023,144589,GD,2024-01-01,TBA
614,3,2023,32532,NGD,2024-01-01,TBA
615,3,2023,28136,,2024-01-01,ABS
616,2,2023,51296,,2024-01-01,MBS
617,2,2023,141519,GD,2024-01-01,TBA
618,2,2023,30311,NGD,2024-01-01,TBA
619,2,2023,27051,,2024-01-01,ABS
620,1,2023,49726,,2024-01-01,MBS
621,1,2023,146365,GD,2024-01-01,TBA
622,1,2023,32282,NGD,2024-01-01,TBA
623,1,2023,21619,,2024-01-01,ABS
624,1,2024,47291,,2024-02-01,MBS
625,1,2024,179585,GD,2024-02-01,TBA
626,1,2024,29105,NGD,2024-02-01,TBA
627,1,2024,29438,,2024-02-01,ABS
628,12,2023,46750,,2024-02-01,MBS
629,12,2023,159132,GD,2024-02-01,TBA
630,12,2023,31469,NGD,2024-02-01,TBA
631,12,2023,23730,,2024-02-01,ABS
632,11,2023,47802,,2024-02-01,MBS
633,11,2023,158101,GD,2024-02-01,TBA
634,11,2023,31243,NGD,2024-02-01,TBA
635,11,2023,26769,,2024-02-01,ABS
636,10,2023,52552,,2024-02-01,MBS
637,10,2023,161690,GD,2024-02-01,TBA
638,10,2023,57401,NGD,2024-02-01,TBA
639,10,2023,24639,,2024-02-01,ABS
640,9,2023,48449,,2024-02-01,MBS
641,9,2023,160807,GD,2024-02-01,TBA
642,9,2023,28095,NGD,2024-02-01,TBA
643,9,2023,28515,,2024-02-01,ABS
644,8,2023,47931,,2024-02-01,MBS
645,8,2023,154804,GD,2024-02-01,TBA
646,8,2023,32262,NGD,2024-02-01,TBA
647,8,2023,27518,,2024-02-01,ABS
648,7,2023,49188,,2024-02-01,MBS
649,7,2023,149910,GD,2024-02-01,TBA
650,7,2023,30694,NGD,2024-02-01,TBA
651,7,2023,22110,,2024-02-01,ABS
652,6,2023,49382,,2024-02-01,MBS
653,6,2023,153918,GD,2024-02-01,TBA
654,6,2023,30359,NGD,2024-02-01,TBA
655,6,2023,30980,,2024-02-01,ABS
656,5,2023,49691,,2024-02-01,MBS
657,5,2023,150501,GD,2024-02-01,TBA
658,5,2023,32618,NGD,2024-02-01,TBA
659,5,2023,26210,,2024-02-01,ABS
660,4,2023,45012,,2024-02-01,MBS
661,4,2023,142859,GD,2024-02-01,TBA
662,4,2023,29594,NGD,2024-02-01,TBA
663,4,2023,23588,,2024-02-01,ABS
664,3,2023,48623,,2024-02-01,MBS
665,3,2023,144589,GD,2024-02-01,TBA
666,3,2023,32532,NGD,2024-02-01,TBA
667,3,2023,28136,,2024-02-01,ABS
668,2,2023,51296,,2024-02-01,MBS
669,2,2023,141519,GD,2024-02-01,TBA
670,2,2023,30311,NGD,2024-02-01,TBA
671,2,2023,27051,,2024-02-01,ABS
672,2,2024,48261,,2024-03-01,MBS
673,2,2024,153463,GD,2024-03-01,TBA
674,2,2024,25723,NGD,2024-03-01,TBA
675,2,2024,27764,,2024-03-01,ABS
676,1,2024,47248,,2024-03-01,MBS
677,1,2024,179583,GD,2024-03-01,TBA
678,1,2024,29548,NGD,2024-03-01,TBA
679,1,2024,29438,,2024-03-01,ABS
680,12,2023,46750,,2024-03-01,MBS
681,12,2023,159132,GD,2024-03-01,TBA
682,12,2023,31642,NGD,2024-03-01,TBA
683,12,2023,23730,,2024-03-01,ABS
684,11,2023,47802,,2024-03-01,MBS
685,11,2023,158101,GD,2024-03-01,TBA
686,11,2023,31290,NGD,2024-03-01,TBA
687,11,2023,26769,,2024-03-01,ABS
688,10,2023,52556,,2024-03-01,MBS
689,10,2023,161690,GD,2024-03-01,TBA
690,10,2023,57401,NGD,2024-03-01,TBA
691,10,2023,24639,,2024-03-01,ABS
692,9,2023,48449,,2024-03-01,MBS
693,9,2023,160807,GD,2024-03-01,TBA
694,9,2023,28095,NGD,2024-03-01,TBA
695,9,2023,28515,,2024-03-01,ABS
696,8,2023,47931,,2024-03-01,MBS
697,8,2023,154804,GD,2024-03-01,TBA
698,8,2023,32262,NGD,2024-03-01,TBA
699,8,2023,27518,,2024-03-01,ABS
700,7,2023,49188,,2024-03-01,MBS
701,7,2023,149910,GD,2024-03-01,TBA
702,7,2023,30694,NGD,2024-03-01,TBA
703,7,2023,22110,,2024-03-01,ABS
704,6,2023,49382,,2024-03-01,MBS
705,6,2023,153918,GD,2024-03-01,TBA
706,6,2023,30359,NGD,2024-03-01,TBA
707,6,2023,30980,,2024-03-01,ABS
708,5,2023,49691,,2024-03-01,MBS
709,5,2023,150501,GD,2024-03-01,TBA
710,5,2023,32618,NGD,2024-03-01,TBA
711,5,2023,26210,,2024-03-01,ABS
712,4,2023,45012,,2024-03-01,MBS
713,4,2023,142859,GD,2024-03-01,TBA
714,4,2023,29594,NGD,2024-03-01,TBA
715,4,2023,23588,,2024-03-01,ABS
716,3,2023,48623,,2024-03-01,MBS
717,3,2023,144589,GD,2024-03-01,TBA
718,3,2023,32532,NGD,2024-03-01,TBA
719,3,2023,28136,,2024-03-01,ABS
720,3,2024,53149,,2024-04-01,MBS
721,3,2024,166233,GD,2024-04-01,TBA
722,3,2024,22769,NGD,2024-04-01,TBA
723,3,2024,23461,,2024-04-01,ABS
724,2,2024,48255,,2024-04-01,MBS
725,2,2024,153389,GD,2024-04-01,TBA
726,2,2024,25827,NGD,2024-04-01,TBA
727,2,2024,27764,,2024-04-01,ABS
728,1,2024,47248,,2024-04-01,MBS
729,1,2024,179583,GD,2024-04-01,TBA
730,1,2024,29503,NGD,2024-04-01,TBA
731,1,2024,29438,,2024-04-01,ABS
732,12,2023,46750,,2024-04-01,MBS
733,12,2023,159132,GD,2024-04-01,TBA
734,12,2023,31944,NGD,2024-04-01,TBA
735,12,2023,23730,,2024-04-01,ABS
736,11,2023,47802,,2024-04-01,MBS
737,11,2023,158101,GD,2024-04-01,TBA
738,11,2023,31290,NGD,2024-04-01,TBA
739,11,2023,26769,,2024-04-01,ABS
740,10,2023,52556,,2024-04-01,MBS
741,10,2023,161690,GD,2024-04-01,TBA
742,10,2023,57401,NGD,2024-04-01,TBA
743,10,2023,24639,,2024-04-01,ABS
744,9,2023,48449,,2024-04-01,MBS
745,9,2023,160807,GD,2024-04-01,TBA
746,9,2023,28095,NGD,2024-04-01,TBA
747,9,2023,28515,,2024-04-01,ABS
748,8,2023,47931,,2024-04-01,MBS
749,8,2023,154804,GD,2024-04-01,TBA
750,8,2023,32262,NGD,2024-04-01,TBA
751,8,2023,27518,,2024-04-01,ABS
752,7,2023,49188,,2024-04-01,MBS
753,7,2023,149910,GD,2024-04-01,TBA
754,7,2023,30694,NGD,2024-04-01,TBA
755,7,2023,22110,,2024-04-01,ABS
756,6,2023,49382,,2024-04-01,MBS
757,6,2023,153918,GD,2024-04-01,TBA
758,6,2023,30358,NGD,2024-04-01,TBA
759,6,2023,30980,,2024-04-01,ABS
760,5,2023,49691,,2024-04-01,MBS
761,5,2023,150501,GD,2024-04-01,TBA
762,5,2023,32618,NGD,2024-04-01,TBA
763,5,2023,26210,,2024-04-01,ABS
764,4,2023,45012,,2024-04-01,MBS
765,4,2023,142859,GD,2024-04-01,TBA
766,4,2023,29594,NGD,2024-04-01,TBA
767,4,2023,23588,,2024-04-01,ABS
768,4,2024,49556,,2024-05-01,MBS
769,4,2024,164602,GD,2024-05-01,TBA
770,4,2024,26881,NGD,2024-05-01,TBA
771,4,2024,25076,,2024-05-01,ABS
772,3,2024,53149,,2024-05-01,MBS
773,3,2024,166194,GD,2024-05-01,TBA
774,3,2024,22753,NGD,2024-05-01,TBA
775,3,2024,23461,,2024-05-01,ABS
776,2,2024,48255,,2024-05-01,MBS
777,2,2024,153338,GD,2024-05-01,TBA
778,2,2024,25895,NGD,2024-05-01,TBA
779,2,2024,27764,,2024-05-01,ABS
780,1,2024,47248,,2024-05-01,MBS
781,1,2024,179602,GD,2024-05-01,TBA
782,1,2024,29504,NGD,2024-05-01,TBA
783,1,2024,29438,,2024-05-01,ABS
784,12,2023,46750,,2024-05-01,MBS
785,12,2023,159132,GD,2024-05-01,TBA
786,12,2023,31944,NGD,2024-05-01,TBA
787,12,2023,23730,,2024-05-01,ABS
788,11,2023,47802,,2024-05-01,MBS
789,11,2023,158101,GD,2024-05-01,TBA
790,11,2023,31290,NGD,2024-05-01,TBA
791,11,2023,26769,,2024-05-01,ABS
792,10,2023,52556,,2024-05-01,MBS
793,10,2023,161690,GD,2024-05-01,TBA
794,10,2023,57401,NGD,2024-05-01,TBA
795,10,2023,24639,,2024-05-01,ABS
796,9,2023,48449,,2024-05-01,MBS
797,9,2023,160807,GD,2024-05-01,TBA
798,9,2023,28095,NGD,2024-05-01,TBA
799,9,2023,28515,,2024-05-01,ABS
800,8,2023,47931,,2024-05-01,MBS
801,8,2023,154804,GD,2024-05-01,TBA
802,8,2023,32262,NGD,2024-05-01,TBA
803,8,2023,27518,,2024-05-01,ABS
804,7,2023,49188,,2024-05-01,MBS
805,7,2023,149910,GD,2024-05-01,TBA
806,7,2023,30694,NGD,2024-05-01,TBA
807,7,2023,22110,,2024-05-01,ABS
808,6,2023,49382,,2024-05-01,MBS
809,6,2023,153918,GD,2024-05-01,TBA
810,6,2023,30358,NGD,2024-05-01,TBA
811,6,2023,30980,,2024-05-01,ABS
812,5,2023,49691,,2024-05-01,MBS
813,5,2023,150501,GD,2024-05-01,TBA
814,5,2023,32618,NGD,2024-05-01,TBA
815,5,2023,26210,,2024-05-01,ABS
816,5,2024,60219,,2024-06-01,MBS
817,5,2024,162470,GD,2024-06-01,TBA
818,5,2024,34094,NGD,2024-06-01,TBA
819,5,2024,20826,,2024-06-01,ABS
820,4,2024,49571,,2024-06-01,MBS
821,4,2024,164636,GD,2024-06-01,TBA
822,4,2024,26811,NGD,2024-06-01,TBA
823,4,2024,25076,,2024-06-01,ABS
824,3,2024,53149,,2024-06-01,MBS
825,3,2024,166156,GD,2024-06-01,TBA
826,3,2024,22241,NGD,2024-06-01,TBA
827,3,2024,23461,,2024-06-01,ABS
828,2,2024,48255,,2024-06-01,MBS
829,2,2024,153343,GD,2024-06-01,TBA
830,2,2024,25894,NGD,2024-06-01,TBA
831,2,2024,27764,,2024-06-01,ABS
832,1,2024,47248,,2024-06-01,MBS
833,1,2024,179598,GD,2024-06-01,TBA
834,1,2024,29504,NGD,2024-06-01,TBA
835,1,2024,29438,,2024-06-01,ABS
836,12,2023,46750,,2024-06-01,MBS
837,12,2023,159132,GD,2024-06-01,TBA
838,12,2023,31944,NGD,2024-06-01,TBA
839,12,2023,23730,,2024-06-01,ABS
840,11,2023,47802,,2024-06-01,MBS
841,11,2023,158101,GD,2024-06-01,TBA
842,11,2023,31290,NGD,2024-06-01,TBA
843,11,2023,26769,,2024-06-01,ABS
844,10,2023,52556,,2024-06-01,MBS
845,10,2023,161690,GD,2024-06-01,TBA
846,10,2023,57401,NGD,2024-06-01,TBA
847,10,2023,24639,,2024-06-01,ABS
848,9,2023,48449,,2024-06-01,MBS
849,9,2023,160807,GD,2024-06-01,TBA
850,9,2023,28095,NGD,2024-06-01,TBA
851,9,2023,28515,,2024-06-01,ABS
852,8,2023,47931,,2024-06-01,MBS
853,8,2023,154804,GD,2024-06-01,TBA
854,8,2023,32262,NGD,2024-06-01,TBA
855,8,2023,27518,,2024-06-01,ABS
856,7,2023,49188,,2024-06-01,MBS
857,7,2023,149910,GD,2024-06-01,TBA
858,7,2023,30694,NGD,2024-06-01,TBA
859,7,2023,22110,,2024-06-01,ABS
860,6,2023,49382,,2024-06-01,MBS
861,6,2023,153918,GD,2024-06-01,TBA
862,6,2023,30358,NGD,2024-06-01,TBA
863,6,2023,30980,,2024-06-01,ABS
864,6,2024,46746,,2024-07-01,MBS
865,6,2024,166410,GD,2024-07-01,TBA
866,6,2024,25210,NGD,2024-07-01,TBA
867,6,2024,20735,,2024-07-01,ABS
868,5,2024,60190,,2024-07-01,MBS
869,5,2024,162484,GD,2024-07-01,TBA
870,5,2024,33909,NGD,2024-07-01,TBA
871,5,2024,20826,,2024-07-01,ABS
872,4,2024,49571,,2024-07-01,MBS
873,4,2024,164643,GD,2024-07-01,TBA
874,4,2024,26788,NGD,2024-07-01,TBA
875,4,2024,25076,,2024-07-01,ABS
876,3,2024,53149,,2024-07-01,MBS
877,3,2024,166156,GD,2024-07-01,TBA
878,3,2024,22241,NGD,2024-07-01,TBA
879,3,2024,23461,,2024-07-01,ABS
880,2,2024,48255,,2024-07-01,MBS
881,2,2024,153343,GD,2024-07-01,TBA
882,2,2024,25889,NGD,2024-07-01,TBA
883,2,2024,27764,,2024-07-01,ABS
884,1,2024,47248,,2024-07-01,MBS
885,1,2024,179598,GD,2024-07-01,TBA
886,1,2024,29504,NGD,2024-07-01,TBA
887,1,2024,29438,,2024-07-01,ABS
888,12,2023,46750,,2024-07-01,MBS
889,12,2023,159132,GD,2024-07-01,TBA
890,12,2023,31944,NGD,2024-07-01,TBA
891,12,2023,23730,,2024-07-01,ABS
892,11,2023,47802,,2024-07-01,MBS
893,11,2023,158101,GD,2024-07-01,TBA
894,11,2023,31290,NGD,2024-07-01,TBA
895,11,2023,26769,,2024-07-01,ABS
896,10,2023,52556,,2024-07-01,MBS
897,10,2023,161690,GD,2024-07-01,TBA
898,10,2023,57401,NGD,2024-07-01,TBA
899,10,2023,24639,,2024-07-01,ABS
900,9,2023,48449,,2024-07-01,MBS
901,9,2023,160807,GD,2024-07-01,TBA
902,9,2023,28095,NGD,2024-07-01,TBA
903,9,2023,28515,,2024-07-01,ABS
904,8,2023,47931,,2024-07-01,MBS
905,8,2023,154804,GD,2024-07-01,TBA
906,8,2023,32262,NGD,2024-07-01,TBA
907,8,2023,27518,,2024-07-01,ABS
908,7,2023,49188,,2024-07-01,MBS
909,7,2023,149910,GD,2024-07-01,TBA
910,7,2023,30694,NGD,2024-07-01,TBA
911,7,2023,22110,,2024-07-01,ABS
912,7,2024,48610,,2024-08-01,MBS
913,7,2024,171429,GD,2024-08-01,TBA
914,7,2024,26490,NGD,2024-08-01,TBA
915,7,2024,24221,,2024-08-01,ABS
916,6,2024,46746,,2024-08-01,MBS
917,6,2024,166446,GD,2024-08-01,TBA
918,6,2024,25382,NGD,2024-08-01,TBA
919,6,2024,20735,,2024-08-01,ABS
920,5,2024,60190,,2024-08-01,MBS
921,5,2024,162482,GD,2024-08-01,TBA
922,5,2024,33963,NGD,2024-08-01,TBA
923,5,2024,20826,,2024-08-01,ABS
924,4,2024,49571,,2024-08-01,MBS
925,4,2024,164643,GD,2024-08-01,TBA
926,4,2024,26788,NGD,2024-08-01,TBA
927,4,2024,25076,,2024-08-01,ABS
928,3,2024,53149,,2024-08-01,MBS
929,3,2024,166156,GD,2024-08-01,TBA
930,3,2024,22241,NGD,2024-08-01,TBA
931,3,2024,23461,,2024-08-01,ABS
932,2,2024,48255,,2024-08-01,MBS
933,2,2024,153343,GD,2024-08-01,TBA
934,2,2024,25888,NGD,2024-08-01,TBA
935,2,2024,27764,,2024-08-01,ABS
936,1,2024,47248,,2024-08-01,MBS
937,1,2024,179598,GD,2024-08-01,TBA
938,1,2024,29504,NGD,2024-08-01,TBA
939,1,2024,29438,,2024-08-01,ABS
940,12,2023,46750,,2024-08-01,MBS
941,12,2023,159132,GD,2024-08-01,TBA
942,12,2023,31944,NGD,2024-08-01,TBA
943,12,2023,23730,,2024-08-01,ABS
944,11,2023,47802,,2024-08-01,MBS
945,11,2023,158101,GD,2024-08-01,TBA
946,11,2023,31290,NGD,2024-08-01,TBA
947,11,2023,26769,,2024-08-01,ABS
948,10,2023,52556,,2024-08-01,MBS
949,10,2023,161690,GD,2024-08-01,TBA
950,10,2023,57401,NGD,2024-08-01,TBA
951,10,2023,24639,,2024-08-01,ABS
952,9,2023,48449,,2024-08-01,MBS
953,9,2023,160807,GD,2024-08-01,TBA
954,9,2023,28095,NGD,2024-08-01,TBA
955,9,2023,28515,,2024-08-01,ABS
956,8,2023,47931,,2024-08-01,MBS
957,8,2023,154804,GD,2024-08-01,TBA
958,8,2023,32262,NGD,2024-08-01,TBA
959,8,2023,27518,,2024-08-01,ABS
960,8,2024,56033,,2024-09-01,MBS
961,8,2024,178964,GD,2024-09-01,TBA
962,8,2024,30660,NGD,2024-09-01,TBA
963,8,2024,32610,,2024-09-01,ABS
964,7,2024,48600,,2024-09-01,MBS
965,7,2024,171460,GD,2024-09-01,TBA
966,7,2024,26481,NGD,2024-09-01,TBA
967,7,2024,24221,,2024-09-01,ABS
968,6,2024,46746,,2024-09-01,MBS
969,6,2024,166446,GD,2024-09-01,TBA
970,6,2024,25298,NGD,2024-09-01,TBA
971,6,2024,20735,,2024-09-01,ABS
972,5,2024,60190,,2024-09-01,MBS
973,5,2024,162482,GD,2024-09-01,TBA
974,5,2024,33963,NGD,2024-09-01,TBA
975,5,2024,20826,,2024-09-01,ABS
976,4,2024,49571,,2024-09-01,MBS
977,4,2024,164643,GD,2024-09-01,TBA
978,4,2024,26788,NGD,2024-09-01,TBA
979,4,2024,25076,,2024-09-01,ABS
980,3,2024,51781,,2024-09-01,MBS
981,3,2024,166156,GD,2024-09-01,TBA
982,3,2024,22241,NGD,2024-09-01,TBA
983,3,2024,23461,,2024-09-01,ABS
984,2,2024,48219,,2024-09-01,MBS
985,2,2024,153343,GD,2024-09-01,TBA
986,2,2024,25885,NGD,2024-09-01,TBA
987,2,2024,27764,,2024-09-01,ABS
988,1,2024,47248,,2024-09-01,MBS
989,1,2024,179598,GD,2024-09-01,TBA
990,1,2024,29504,NGD,2024-09-01,TBA
991,1,2024,29438,,2024-09-01,ABS
992,12,2023,46683,,2024-09-01,MBS
993,12,2023,159132,GD,2024-09-01,TBA
994,12,2023,31944,NGD,2024-09-01,TBA
995,12,2023,23730,,2024-09-01,ABS
996,11,2023,47802,,2024-09-01,MBS
997,11,2023,158101,GD,2024-09-01,TBA
998,11,2023,31290,NGD,2024-09-01,TBA
999,11,2023,26769,,2024-09-01,ABS
1000,10,2023,52556,,2024-09-01,MBS
1001,10,2023,161690,GD,2024-09-01,TBA
1002,10,2023,57401,NGD,2024-09-01,TBA
1003,10,2023,24639,,2024-09-01,ABS
1004,9,2023,48449,,2024-09-01,MBS
1005,9,2023,160807,GD,2024-09-01,TBA
1006,9,2023,28095,NGD,2024-09-01,TBA
1007,9,2023,28515,,2024-09-01,ABS
1008,9,2024,53065,,2024-10-01,MBS
1009,9,2024,162140,GD,2024-10-01,TBA
1010,9,2024,31755,NGD,2024-10-01,TBA
1011,9,2024,22126,,2024-10-01,ABS
1012,8,2024,55949,,2024-10-01,MBS
1013,8,2024,178966,GD,2024-10-01,TBA
1014,8,2024,30623,NGD,2024-10-01,TBA
1015,8,2024,32610,,2024-10-01,ABS
1016,7,2024,48600,,2024-10-01,MBS
1017,7,2024,171460,GD,2024-10-01,TBA
1018,7,2024,26567,NGD,2024-10-01,TBA
1019,7,2024,24221,,2024-10-01,ABS
1020,6,2024,46746,,2024-10-01,MBS
1021,6,2024,166446,GD,2024-10-01,TBA
1022,6,2024,25341,NGD,2024-10-01,TBA
1023,6,2024,20735,,2024-10-01,ABS
1024,5,2024,60190,,2024-10-01,MBS
1025,5,2024,162482,GD,2024-10-01,TBA
1026,5,2024,33963,NGD,2024-10-01,TBA
1027,5,2024,20826,,2024-10-01,ABS
1028,4,2024,49571,,2024-10-01,MBS
1029,4,2024,164643,GD,2024-10-01,TBA
1030,4,2024,26788,NGD,2024-10-01,TBA
1031,4,2024,25076,,2024-10-01,ABS
1032,3,2024,51781,,2024-10-01,MBS
1033,3,2024,166156,GD,2024-10-01,TBA
1034,3,2024,22241,NGD,2024-10-01,TBA
1035,3,2024,23442,,2024-10-01,ABS
1036,2,2024,48219,,2024-10-01,MBS
1037,2,2024,153343,GD,2024-10-01,TBA
1038,2,2024,25882,NGD,2024-10-01,TBA
1039,2,2024,27764,,2024-10-01,ABS
1040,1,2024,47248,,2024-10-01,MBS
1041,1,2024,179598,GD,2024-10-01,TBA
1042,1,2024,29504,NGD,2024-10-01,TBA
1043,1,2024,29438,,2024-10-01,ABS
1044,12,2023,46683,,2024-10-01,MBS
1045,12,2023,159132,GD,2024-10-01,TBA
1046,12,2023,31944,NGD,2024-10-01,TBA
1047,12,2023,23730,,2024-10-01,ABS
1048,11,2023,47802,,2024-10-01,MBS
1049,11,2023,158101,GD,2024-10-01,TBA
1050,11,2023,31290,NGD,2024-10-01,TBA
1051,11,2023,26769,,2024-10-01,ABS
1052,10,2023,52556,,2024-10-01,MBS
1053,10,2023,161690,GD,2024-10-01,TBA
1054,10,2023,57401,NGD,2024-10-01,TBA
1055,10,2023,24639,,2024-10-01,ABS
1056,10,2024,51052,,2024-11-01,MBS
1057,10,2024,169672,GD,2024-11-01,TBA
1058,10,2024,30073,NGD,2024-11-01,TBA
1059,10,2024,23483,,2024-11-01,ABS
1060,9,2024,53061,,2024-11-01,MBS
1061,9,2024,162460,GD,2024-11-01,TBA
1062,9,2024,32619,NGD,2024-11-01,TBA
1063,9,2024,22126,,2024-11-01,ABS
1064,8,2024,55949,,2024-11-01,MBS
1065,8,2024,178975,GD,2024-11-01,TBA
1066,8,2024,30781,NGD,2024-11-01,TBA
1067,8,2024,32610,,2024-11-01,ABS
1068,7,2024,48600,,2024-11-01,MBS
1069,7,2024,171460,GD,2024-11-01,TBA
1070,7,2024,26570,NGD,2024-11-01,TBA
1071,7,2024,24221,,2024-11-01,ABS
1072,6,2024,46753,,2024-11-01,MBS
1073,6,2024,166446,GD,2024-11-01,TBA
1074,6,2024,25341,NGD,2024-11-01,TBA
1075,6,2024,20735,,2024-11-01,ABS
1076,5,2024,60190,,2024-11-01,MBS
1077,5,2024,162482,GD,2024-11-01,TBA
1078,5,2024,33963,NGD,2024-11-01,TBA
1079,5,2024,20826,,2024-11-01,ABS
1080,4,2024,49571,,2024-11-01,MBS
1081,4,2024,164643,GD,2024-11-01,TBA
1082,4,2024,26788,NGD,2024-11-01,TBA
1083,4,2024,25076,,2024-11-01,ABS
1084,3,2024,51781,,2024-11-01,MBS
1085,3,2024,166156,GD,2024-11-01,TBA
1086,3,2024,22241,NGD,2024-11-01,TBA
1087,3,2024,23442,,2024-11-01,ABS
1088,2,2024,48219,,2024-11-01,MBS
1089,2,2024,153343,GD,2024-11-01,TBA
1090,2,2024,25879,NGD,2024-11-01,TBA
1091,2,2024,27764,,2024-11-01,ABS
1092,1,2024,47248,,2024-11-01,MBS
1093,1,2024,179598,GD,2024-11-01,TBA
1094,1,2024,29504,NGD,2024-11-01,TBA
1095,1,2024,29438,,2024-11-01,ABS
1096,12,2023,46683,,2024-11-01,MBS
1097,12,2023,159132,GD,2024-11-01,TBA
1098,12,2023,31944,NGD,2024-11-01,TBA
1099,12,2023,23730,,2024-11-01,ABS
1100,11,2023,47802,,2024-11-01,MBS
1101,11,2023,158101,GD,2024-11-01,TBA
1102,11,2023,31290,NGD,2024-11-01,TBA
1103,11,2023,26769,,2024-11-01,ABS
1104,11,2024,50264,,2024-12-01,MBS
1105,11,2024,165270,GD,2024-12-01,TBA
1106,11,2024,33244,NGD,2024-12-01,TBA
1107,11,2024,27275,,2024-12-01,ABS
1108,10,2024,51162,,2024-12-01,MBS
1109,10,2024,169688,GD,2024-12-01,TBA
1110,10,2024,30118,NGD,2024-12-01,TBA
1111,10,2024,23464,,2024-12-01,ABS
1112,9,2024,53061,,2024-12-01,MBS
1113,9,2024,162467,GD,2024-12-01,TBA
1114,9,2024,32429,NGD,2024-12-01,TBA
1115,9,2024,22126,,2024-12-01,ABS
1116,8,2024,55949,,2024-12-01,MBS
1117,8,2024,178975,GD,2024-12-01,TBA
1118,8,2024,30781,NGD,2024-12-01,TBA
1119,8,2024,32610,,2024-12-01,ABS
1120,7,2024,48600,,2024-12-01,MBS
1121,7,2024,171460,GD,2024-12-01,TBA
1122,7,2024,26570,NGD,2024-12-01,TBA
1123,7,2024,24221,,2024-12-01,ABS
1124,6,2024,46753,,2024-12-01,MBS
1125,6,2024,166446,GD,2024-12-01,TBA
1126,6,2024,25341,NGD,2024-12-01,TBA
1127,6,2024,20735,,2024-12-01,ABS
1128,5,2024,60190,,2024-12-01,MBS
